,comment,label
332,"It's not, as long as it's not a law. A law saying that men can be in the ladies room, lets ALL men come in...that means rapists, and pedophiles. I've been in ladies rooms and noticed transgenders...they aren't what scares me...rapists and pedophiles do.",0
333,What law is saying that? What in the world are you talking about? All you're doing is confirming my point.,0
334,All men can already come in the women's bathroom. Most places have no law against that. The people trying to pass laws are the Republicans insisting that people use the bathroom of the gender on their birth certificate. So what laws are you talking about?,0
335,"It's the same subset of people that think SCOTUS passed a ""law"" allowing SSM.",0
336,THERE WERE 102 GAYS SHOT IN ORLANDO OVER THE GAY RULING WHERE WERE THEIR EQUAL RIGHTS?,2
337,It was over the ruling? Really? Source?,0
338,*crickets,0
339,sure all over the news the killer did it because of Sharia Law which is why the media deflected to his weapon. that showed what a LIE equal rights is,2
340,"So, no source on your claim. Ok then.",0
341,"NO they haven't and they'd better not. Not that I'd do anything about it, but there are a whole lot of people who would Obama or no Obama. His legacy apparently is to be the President who has went against the will of the people who elected him more than anyone before him",0
342,"Has anyone heard if Bruce Springsteen, Ringo Starr, and other celebrities and corporations who condemned/boycotted NC are going to do the same to these other states? All I have heard is ..... crickets... Come on, where is the equality in your outrage, liberals? I can't hear you",0
343,They haven't passed their Jim Crow laws yet.,0
344,You want slavery BACK that is why you want forced perversion you are calling that equality,2
345,What forced perversion?,0
346,which you push like mad I get so sick of the lie called equal rights,2
347,"You didn't answer the question. What forced per⁠version? If you're sick of the nons⁠ense you make up, stop saying it.",0
348,you never ASKED one you are making a statement and want compliance,0
349,For the third time; what forced perversion?,0
350,and answer not desired,0
351,I didn't think so. All you know is the talking point on its face; you can't ever defend it.,0
352,Your only point is forced compliance of perversion,0
353,Fourth time; What forced compliance of perversion?,0
354,Don't expect an answer to your question. I doubt you'll get one from him.,0
355,I don't expect one. I'm hoping that he'll eventually realize he's a c⁠o⁠w⁠ard and s⁠h⁠u⁠t up.,0
356,"because you are demanding COMPLIANCE or fines that is the only ""answer"" you will bother with",0
357,Fines for what?,0
358,"I'm just pointing out that you haven't answered the first 3 times the question was asked, so don't expect an answer on the 4th time.",0
359,Who cares?,0
360,Thats awsome I hope the boycott ruins that states finances and the current AG becomes NCs next Govener.,0
361,yep and your own kids will get raped by a pedophile in a shared bathroom then YOU will be crying. or will you? women have bodies in bedrooms but not bathrooms,2
362,"NC made itself the poster boy for this repulsive legislation which is why they are being singled out. Where is the conservative outage over Dennis Hastert, Mark Foley and Larry Craig?",0
363,There was outrage over it. Didn't all of those men go to jail for their crimes? Has nothing to do with allowing someone to go into any bathroom of their choice.,0
364,"These are celebrities? They are monkeys howlling at the moon North Carolina has the right to make laws for their own state. Obama does NOT, and neither do any of your so called celebrities What you and many others forget is that the United States of America is a collection of dependent states having their own morals and laws. Obama thinks that President means KING. It doesn't. It means limited leader. There are many things he cannot legally do, and this happens to be one of them",0
365,"If states can ignore real federal laws and allow people to consume controlled substances for recreational usage, states can ignore imaginary federal laws and keep moving forward in a sane and rational way.",0
